HDR,ROLLING SYSTEM DEMAND
VD,20200207145500,36346
VD,20200207150000,36502
VD,20200207150500,36710
VD,20200207151000,36794
VD,20200207151500,36809
VD,20200207152000,36820
VD,20200207152500,36947
VD,20200207153000,37074
VD,20200207153500,37340
VD,20200207154000,37526
VD,20200207154500,37751
VD,20200207155000,37975
VD,20200207155500,38062
VD,20200207160000,38187
VD,20200207160500,38548
VD,20200207161000,38662
VD,20200207161500,38684
VD,20200207162000,38892
VD,20200207162500,39124
VD,20200207163000,39293
VD,20200207163500,39516
VD,20200207164000,39670
VD,20200207164500,39963
VD,20200207165000,40273
VD,20200207165500,40656
VD,20200207170000,40851
VD,20200207170500,41149
VD,20200207171000,41366
VD,20200207171500,41906
VD,20200207172000,42396
VD,20200207172500,42527
VD,20200207173000,42622
VD,20200207173500,42687
VD,20200207174000,42643
VD,20200207174500,42548
VD,20200207175000,42467
VD,20200207175500,42374
VD,20200207180000,42358
VD,20200207180500,42420
VD,20200207181000,42204
VD,20200207181500,42051
VD,20200207182000,41896
VD,20200207182500,41727
VD,20200207183000,41700
VD,20200207183500,41629
VD,20200207184000,41450
VD,20200207184500,41308
VD,20200207185000,41162
VD,20200207185500,40776
VD,20200207190000,40526
VD,20200207190500,40416
VD,20200207191000,40281
VD,20200207191500,40114
VD,20200207192000,39882
VD,20200207192500,39717
VD,20200207193000,39484
VD,20200207193500,39225
VD,20200207194000,38989
VD,20200207194500,38777
VD,20200207195000,38563
VD,20200207195500,38220
VD,20200207200000,38052
VD,20200207200500,37895
VD,20200207201000,37503
VD,20200207201500,37025
VD,20200207202000,36729
VD,20200207202500,36407
VD,20200207203000,36174
VD,20200207203500,36106
VD,20200207204000,35865
VD,20200207204500,35620
VD,20200207205000,35315
VD,20200207205500,34982
VD,20200207210000,34715
VD,20200207210500,34484
VD,20200207211000,34190
VD,20200207211500,33796
VD,20200207212000,33330
VD,20200207212500,32987
VD,20200207213000,32664
VD,20200207213500,32508
VD,20200207214000,32135
VD,20200207214500,31876
VD,20200207215000,31627
VD,20200207215500,31263
VD,20200207220000,30837
VD,20200207220500,30392
VD,20200207221000,30008
VD,20200207221500,29722
VD,20200207222000,29465
VD,20200207222500,29105
VD,20200207223000,28939
VD,20200207223500,28759
VD,20200207224000,28670
VD,20200207224500,28196
VD,20200207225000,27871
VD,20200207225500,27591
VD,20200207230000,27343
VD,20200207230500,27021
VD,20200207231000,26808
VD,20200207231500,26495
VD,20200207232000,26207
VD,20200207232500,25990
VD,20200207233000,25748
VD,20200207233500,25741
VD,20200207234000,25568
VD,20200207234500,25364
VD,20200207235000,25203
VD,20200207235500,25095
VD,20200208000000,24963
VD,20200208000500,24660
VD,20200208001000,24545
VD,20200208001500,24575
VD,20200208002000,24530
VD,20200208002500,24477
VD,20200208003000,24442
VD,20200208003500,24702
VD,20200208004000,24845
VD,20200208004500,24878
VD,20200208005000,24943
VD,20200208005500,24916
VD,20200208010000,24792
VD,20200208010500,24617
VD,20200208011000,24502
VD,20200208011500,24326
VD,20200208012000,24145
VD,20200208012500,24023
VD,20200208013000,23906
VD,20200208013500,23852
VD,20200208014000,23738
VD,20200208014500,23659
VD,20200208015000,23608
VD,20200208015500,23561
VD,20200208020000,23559
VD,20200208020500,23659
VD,20200208021000,23740
VD,20200208021500,23763
VD,20200208022000,23800
VD,20200208022500,23995
VD,20200208023000,24029
VD,20200208023500,24074
VD,20200208024000,23951
VD,20200208024500,23824
VD,20200208025000,23710
VD,20200208025500,23652
VD,20200208030000,23667
VD,20200208030500,23697
VD,20200208031000,23704
VD,20200208031500,23680
VD,20200208032000,23623
VD,20200208032500,23529
VD,20200208033000,23396
VD,20200208033500,23304
VD,20200208034000,23297
VD,20200208034500,23244
VD,20200208035000,23207
VD,20200208035500,23182
VD,20200208040000,23198
VD,20200208040500,23248
VD,20200208041000,23277
VD,20200208041500,23277
VD,20200208042000,23306
VD,20200208042500,23253
VD,20200208043000,23243
VD,20200208043500,23443
VD,20200208044000,23497
VD,20200208044500,23406
VD,20200208045000,23318
VD,20200208045500,23428
VD,20200208050000,23300
VD,20200208050500,23326
VD,20200208051000,23493
VD,20200208051500,23463
VD,20200208052000,23531
VD,20200208052500,23610
VD,20200208053000,23629
VD,20200208053500,23565
VD,20200208054000,23579
VD,20200208054500,23566
VD,20200208055000,23658
VD,20200208055500,23721
VD,20200208060000,24006
VD,20200208060500,24415
VD,20200208061000,24676
VD,20200208061500,24843
VD,20200208062000,24885
VD,20200208062500,25147
VD,20200208063000,25420
VD,20200208063500,25750
VD,20200208064000,26020
VD,20200208064500,26353
VD,20200208065000,26457
VD,20200208065500,26716
VD,20200208070000,26720
VD,20200208070500,27265
VD,20200208071000,27843
VD,20200208071500,28086
VD,20200208072000,28170
VD,20200208072500,28256
VD,20200208073000,28380
VD,20200208073500,28433
VD,20200208074000,28730
VD,20200208074500,28777
VD,20200208075000,28947
VD,20200208075500,29045
VD,20200208080000,29222
VD,20200208080500,29535
VD,20200208081000,29850
VD,20200208081500,30146
VD,20200208082000,30497
VD,20200208082500,30828
VD,20200208083000,31018
VD,20200208083500,31243
VD,20200208084000,31503
VD,20200208084500,31749
VD,20200208085000,31940
VD,20200208085500,32146
VD,20200208090000,32297
VD,20200208090500,32498
VD,20200208091000,32519
VD,20200208091500,32558
VD,20200208092000,32954
VD,20200208092500,32599
VD,20200208093000,32648
VD,20200208093500,32694
VD,20200208094000,32755
VD,20200208094500,32644
VD,20200208095000,32615
VD,20200208095500,32633
VD,20200208100000,32471
VD,20200208100500,32466
VD,20200208101000,32493
VD,20200208101500,32415
VD,20200208102000,32231
VD,20200208102500,32168
VD,20200208103000,31915
VD,20200208103500,31841
VD,20200208104000,31732
VD,20200208104500,31538
VD,20200208105000,31349
VD,20200208105500,31263
VD,20200208110000,31095
VD,20200208110500,30976
VD,20200208111000,30845
VD,20200208111500,30708
VD,20200208112000,30660
VD,20200208112500,30578
VD,20200208113000,30412
VD,20200208113500,30287
VD,20200208114000,30192
VD,20200208114500,30012
VD,20200208115000,29935
VD,20200208115500,29870
VD,20200208120000,29746
VD,20200208120500,29679
VD,20200208121000,29762
VD,20200208121500,29695
VD,20200208122000,29577
VD,20200208122500,29378
VD,20200208123000,29328
VD,20200208123500,29326
VD,20200208124000,29206
VD,20200208124500,29154
VD,20200208125000,28969
VD,20200208125500,28845
VD,20200208130000,28731
VD,20200208130500,28743
VD,20200208131000,28687
VD,20200208131500,28561
VD,20200208132000,28506
VD,20200208132500,28437
VD,20200208133000,28372
VD,20200208133500,28367
VD,20200208134000,28307
VD,20200208134500,28253
VD,20200208135000,28254
VD,20200208135500,28220
VD,20200208140000,28212
VD,20200208140500,28377
VD,20200208141000,28485
VD,20200208141500,28475
VD,20200208142000,28622
VD,20200208142500,28617
VD,20200208143000,28669
VD,20200208143500,28712
VD,20200208144000,28676
VD,20200208144500,28694
VD,20200208145000,28835
VD,20200208145500,28941
VD,20200208150000,28983
VD,20200208150500,28949
VD,20200208151000,29203
VD,20200208151500,29352
VD,20200208152000,29540
VD,20200208152500,29668
VD,20200208153000,29802
VD,20200208153500,29923
VD,20200208154000,29969
VD,20200208154500,30113
VD,20200208155000,30429
VD,20200208155500,30622
VD,20200208160000,30753
VD,20200208160500,31071
VD,20200208161000,31336
VD,20200208161500,31661
VD,20200208162000,31903
VD,20200208162500,32115
VD,20200208163000,32354
VD,20200208163500,32689
VD,20200208164000,33005
VD,20200208164500,33272
VD,20200208165000,33614
VD,20200208165500,33828
VD,20200208170000,33984
VD,20200208170500,34383
VD,20200208171000,34593
VD,20200208171500,35043
VD,20200208172000,35389
VD,20200208172500,35664
VD,20200208173000,35881
VD,20200208173500,36212
VD,20200208174000,36339
VD,20200208174500,36369
VD,20200208175000,36354
VD,20200208175500,36226
VD,20200208180000,36064
VD,20200208180500,35997
VD,20200208181000,35947
VD,20200208181500,35700
VD,20200208182000,35578
VD,20200208182500,35484
VD,20200208183000,35377
VD,20200208183500,35317
VD,20200208184000,35491
VD,20200208184500,35497
VD,20200208185000,35396
VD,20200208185500,35218
VD,20200208190000,34972
VD,20200208190500,34936
VD,20200208191000,35012
VD,20200208191500,34901
VD,20200208192000,34681
VD,20200208192500,34446
VD,20200208193000,34173
VD,20200208193500,33966
VD,20200208194000,33795
VD,20200208194500,33562
VD,20200208195000,33262
VD,20200208195500,33027
VD,20200208200000,32768
VD,20200208200500,32421
VD,20200208201000,32464
VD,20200208201500,32285
VD,20200208202000,32104
VD,20200208202500,31973
VD,20200208203000,31778
VD,20200208203500,31549
VD,20200208204000,31270
VD,20200208204500,31088
VD,20200208205000,30970
VD,20200208205500,30630
VD,20200208210000,30363
VD,20200208210500,30087
VD,20200208211000,29870
VD,20200208211500,29672
VD,20200208212000,29472
VD,20200208212500,29343
VD,20200208213000,29046
VD,20200208213500,28797
VD,20200208214000,28660
VD,20200208214500,28447
VD,20200208215000,28306
VD,20200208215500,28105
VD,20200208220000,27915
VD,20200208220500,27583
VD,20200208221000,27478
VD,20200208221500,27301
VD,20200208222000,27121
VD,20200208222500,26970
VD,20200208223000,26912
VD,20200208223500,26721
VD,20200208224000,26534
VD,20200208224500,26341
VD,20200208225000,26321
VD,20200208225500,26142
VD,20200208230000,25915
VD,20200208230500,25334
VD,20200208231000,25218
VD,20200208231500,25053
VD,20200208232000,24868
VD,20200208232500,24630
VD,20200208233000,24500
VD,20200208233500,24517
VD,20200208234000,24456
VD,20200208234500,24394
VD,20200208235000,24339
VD,20200208235500,24270
VD,20200209000000,24218
VD,20200209000500,24469
VD,20200209001000,24403
VD,20200209001500,24328
VD,20200209002000,24331
VD,20200209002500,24285
VD,20200209003000,24240
VD,20200209003500,24288
VD,20200209004000,24333
VD,20200209004500,24373
VD,20200209005000,24405
VD,20200209005500,24486
VD,20200209010000,24513
VD,20200209010500,24819
VD,20200209011000,24909
VD,20200209011500,25005
VD,20200209012000,25032
VD,20200209012500,24968
VD,20200209013000,24948
VD,20200209013500,25008
VD,20200209014000,24928
VD,20200209014500,24811
VD,20200209015000,24711
VD,20200209015500,24634
VD,20200209020000,24519
VD,20200209020500,24400
VD,20200209021000,24252
VD,20200209021500,24147
VD,20200209022000,24082
VD,20200209022500,24029
VD,20200209023000,23997
VD,20200209023500,24001
VD,20200209024000,23982
VD,20200209024500,23931
VD,20200209025000,23898
VD,20200209025500,23868
VD,20200209030000,23877
VD,20200209030500,23557
VD,20200209031000,23546
VD,20200209031500,23525
VD,20200209032000,23472
VD,20200209032500,23450
VD,20200209033000,23252
VD,20200209033500,23185
VD,20200209034000,23076
VD,20200209034500,23007
VD,20200209035000,23005
VD,20200209035500,23037
VD,20200209040000,23066
VD,20200209040500,22984
VD,20200209041000,23021
VD,20200209041500,23044
VD,20200209042000,22938
VD,20200209042500,22890
VD,20200209043000,22811
VD,20200209043500,22776
VD,20200209044000,22794
VD,20200209044500,22695
VD,20200209045000,22702
VD,20200209045500,22707
VD,20200209050000,22538
VD,20200209050500,22515
VD,20200209051000,22524
VD,20200209051500,22573
VD,20200209052000,22676
VD,20200209052500,22777
VD,20200209053000,22797
VD,20200209053500,22857
VD,20200209054000,22922
VD,20200209054500,22885
VD,20200209055000,22949
VD,20200209055500,22992
VD,20200209060000,23160
VD,20200209060500,23825
VD,20200209061000,23778
VD,20200209061500,23907
VD,20200209062000,23982
VD,20200209062500,23989
VD,20200209063000,23996
VD,20200209063500,23944
VD,20200209064000,23907
VD,20200209064500,24079
VD,20200209065000,24298
VD,20200209065500,24556
VD,20200209070000,24779
VD,20200209070500,25056
VD,20200209071000,25088
VD,20200209071500,24928
VD,20200209072000,24821
VD,20200209072500,24857
VD,20200209073000,24781
VD,20200209073500,24662
VD,20200209074000,24664
VD,20200209074500,24570
VD,20200209075000,24625
VD,20200209075500,24938
VD,20200209080000,25026
VD,20200209080500,25312
VD,20200209081000,25467
VD,20200209081500,26038
VD,20200209082000,26414
VD,20200209082500,26666
VD,20200209083000,26960
VD,20200209083500,27276
VD,20200209084000,27429
VD,20200209084500,27887
VD,20200209085000,28213
VD,20200209085500,28402
VD,20200209090000,28676
VD,20200209090500,29162
VD,20200209091000,29143
VD,20200209091500,29363
VD,20200209092000,29524
VD,20200209092500,29764
VD,20200209093000,29929
VD,20200209093500,30050
VD,20200209094000,30175
VD,20200209094500,30525
VD,20200209095000,30854
VD,20200209095500,31393
VD,20200209100000,31726
VD,20200209100500,31928
VD,20200209101000,32203
VD,20200209101500,32360
VD,20200209102000,32516
VD,20200209102500,32667
VD,20200209103000,32715
VD,20200209103500,32907
VD,20200209104000,33181
VD,20200209104500,33256
VD,20200209105000,33369
VD,20200209105500,33420
VD,20200209110000,33467
VD,20200209110500,33748
VD,20200209111000,33885
VD,20200209111500,33885
VD,20200209112000,33941
VD,20200209112500,33852
VD,20200209113000,33920
VD,20200209113500,33999
VD,20200209114000,34108
VD,20200209114500,34031
VD,20200209115000,33966
VD,20200209115500,34070
VD,20200209120000,34160
VD,20200209120500,34296
VD,20200209121000,34441
VD,20200209121500,34562
VD,20200209122000,34638
VD,20200209122500,34593
VD,20200209123000,34813
VD,20200209123500,34863
VD,20200209124000,34790
VD,20200209124500,34720
VD,20200209125000,34805
VD,20200209125500,34782
VD,20200209130000,34838
VD,20200209130500,34744
VD,20200209131000,34825
VD,20200209131500,34810
VD,20200209132000,34941
VD,20200209132500,34936
VD,20200209133000,34790
VD,20200209133500,34774
VD,20200209134000,34672
VD,20200209134500,34519
VD,20200209135000,34447
VD,20200209135500,34272
VD,20200209140000,34292
VD,20200209140500,34294
VD,20200209141000,34093
VD,20200209141500,33982
VD,20200209142000,33675
VD,20200209142500,33512
VD,20200209143000,33456
VD,20200209143500,33456
VD,20200209144000,33356
VD,20200209144500,33313
VD,20200209145000,33327
VD,20200209145500,33447
VD,20200209150000,33500
VD,20200209150500,33696
VD,20200209151000,33867
VD,20200209151500,33855
VD,20200209152000,33896
VD,20200209152500,34002
VD,20200209153000,34134
VD,20200209153500,34241
VD,20200209154000,34189
VD,20200209154500,34266
VD,20200209155000,34433
VD,20200209155500,34484
VD,20200209160000,34528
VD,20200209160500,34744
VD,20200209161000,34801
VD,20200209161500,34793
VD,20200209162000,35168
VD,20200209162500,35404
VD,20200209163000,35548
VD,20200209163500,35786
VD,20200209164000,36028
VD,20200209164500,36188
VD,20200209165000,36293
VD,20200209165500,36624
VD,20200209170000,36849
VD,20200209170500,37068
VD,20200209171000,36915
VD,20200209171500,37296
VD,20200209172000,37537
VD,20200209172500,37764
VD,20200209173000,37994
VD,20200209173500,38086
VD,20200209174000,38238
VD,20200209174500,38151
VD,20200209175000,38052
VD,20200209175500,38004
VD,20200209180000,38011
VD,20200209180500,38018
VD,20200209181000,38003
VD,20200209181500,37946
VD,20200209182000,37945
VD,20200209182500,37760
VD,20200209183000,37646
VD,20200209183500,37570
VD,20200209184000,37528
VD,20200209184500,37377
VD,20200209185000,37112
VD,20200209185500,36882
VD,20200209190000,36801
VD,20200209190500,36534
VD,20200209191000,36457
VD,20200209191500,36311
VD,20200209192000,36179
VD,20200209192500,35962
VD,20200209193000,35607
VD,20200209193500,35265
VD,20200209194000,34959
VD,20200209194500,34666
VD,20200209195000,34373
VD,20200209195500,34182
VD,20200209200000,33936
VD,20200209200500,33815
VD,20200209201000,33753
VD,20200209201500,33477
VD,20200209202000,33252
VD,20200209202500,33014
VD,20200209203000,32758
VD,20200209203500,32454
VD,20200209204000,32221
VD,20200209204500,31923
VD,20200209205000,31599
VD,20200209205500,31353
VD,20200209210000,31295
VD,20200209210500,31107
VD,20200209211000,30710
VD,20200209211500,30468
VD,20200209212000,30226
VD,20200209212500,29871
VD,20200209213000,29677
VD,20200209213500,29599
VD,20200209214000,29326
VD,20200209214500,29122
VD,20200209215000,28863
VD,20200209215500,28539
VD,20200209220000,28184
VD,20200209220500,28000
VD,20200209221000,27705
VD,20200209221500,27455
VD,20200209222000,27050
VD,20200209222500,26735
VD,20200209223000,26650
VD,20200209223500,26626
VD,20200209224000,26432
VD,20200209224500,26236
VD,20200209225000,26020
VD,20200209225500,25789
VD,20200209230000,25437
VD,20200209230500,25675
VD,20200209231000,25782
VD,20200209231500,25817
VD,20200209232000,25792
VD,20200209232500,25662
VD,20200209233000,25477
VD,20200209233500,25590
VD,20200209234000,25614
VD,20200209234500,25504
VD,20200209235000,25349
VD,20200209235500,25334
VD,20200210000000,25308
VD,20200210000500,25366
VD,20200210001000,25411
VD,20200210001500,25380
VD,20200210002000,25429
VD,20200210002500,25357
VD,20200210003000,25276
VD,20200210003500,25461
VD,20200210004000,25538
VD,20200210004500,25646
VD,20200210005000,25667
VD,20200210005500,25675
VD,20200210010000,25578
VD,20200210010500,25522
VD,20200210011000,25477
VD,20200210011500,25471
VD,20200210012000,25531
VD,20200210012500,25424
VD,20200210013000,25335
VD,20200210013500,25238
VD,20200210014000,25114
VD,20200210014500,25047
VD,20200210015000,24955
VD,20200210015500,24840
VD,20200210020000,24820
VD,20200210020500,25068
VD,20200210021000,25120
VD,20200210021500,25067
VD,20200210022000,25131
VD,20200210022500,25053
VD,20200210023000,24992
VD,20200210023500,25067
VD,20200210024000,25017
VD,20200210024500,25006
VD,20200210025000,24991
VD,20200210025500,24943
VD,20200210030000,24838
VD,20200210030500,24778
VD,20200210031000,24712
VD,20200210031500,24673
VD,20200210032000,24709
VD,20200210032500,24661
VD,20200210033000,24685
VD,20200210033500,24684
VD,20200210034000,24695
VD,20200210034500,24619
VD,20200210035000,24516
VD,20200210035500,24454
VD,20200210040000,24388
VD,20200210040500,24399
VD,20200210041000,24499
VD,20200210041500,24608
VD,20200210042000,24624
VD,20200210042500,24638
VD,20200210043000,24587
VD,20200210043500,24646
VD,20200210044000,24669
VD,20200210044500,24672
VD,20200210045000,24648
VD,20200210045500,24644
VD,20200210050000,24448
VD,20200210050500,24590
VD,20200210051000,24768
VD,20200210051500,24839
VD,20200210052000,24952
VD,20200210052500,25128
VD,20200210053000,25279
VD,20200210053500,25462
VD,20200210054000,25467
VD,20200210054500,25514
VD,20200210055000,25806
VD,20200210055500,26283
VD,20200210060000,26717
VD,20200210060500,27076
VD,20200210061000,27660
VD,20200210061500,27970
VD,20200210062000,28451
VD,20200210062500,28800
VD,20200210063000,29100
VD,20200210063500,29654
VD,20200210064000,30241
VD,20200210064500,30582
VD,20200210065000,31083
VD,20200210065500,31808
VD,20200210070000,32527
VD,20200210070500,33385
VD,20200210071000,34004
VD,20200210071500,34428
VD,20200210072000,34837
VD,20200210072500,35151
VD,20200210073000,35305
VD,20200210073500,35570
VD,20200210074000,35671
VD,20200210074500,35868
VD,20200210075000,36007
VD,20200210075500,36179
VD,20200210080000,36216
VD,20200210080500,36338
VD,20200210081000,36580
VD,20200210081500,36617
VD,20200210082000,36596
VD,20200210082500,36665
VD,20200210083000,36598
VD,20200210083500,36495
VD,20200210084000,36494
VD,20200210084500,36456
VD,20200210085000,36344
VD,20200210085500,35996
VD,20200210090000,36404
VD,20200210090500,36549
VD,20200210091000,36645
VD,20200210091500,36694
VD,20200210092000,36668
VD,20200210092500,36676
VD,20200210093000,36656
VD,20200210093500,36660
VD,20200210094000,36546
VD,20200210094500,36457
VD,20200210095000,36518
VD,20200210095500,36560
VD,20200210100000,36439
VD,20200210100500,36505
VD,20200210101000,36460
VD,20200210101500,36489
VD,20200210102000,36476
VD,20200210102500,36405
VD,20200210103000,36440
VD,20200210103500,36492
VD,20200210104000,36455
VD,20200210104500,36489
VD,20200210105000,36522
VD,20200210105500,36475
VD,20200210110000,36544
VD,20200210110500,36750
VD,20200210111000,36847
VD,20200210111500,36944
VD,20200210112000,37059
VD,20200210112500,37135
VD,20200210113000,37152
VD,20200210113500,37212
VD,20200210114000,37266
VD,20200210114500,37364
VD,20200210115000,37401
VD,20200210115500,37386
VD,20200210120000,37469
VD,20200210120500,37378
VD,20200210121000,37400
VD,20200210121500,37436
VD,20200210122000,37436
VD,20200210122500,37451
VD,20200210123000,37451
VD,20200210123500,37528
VD,20200210124000,37539
VD,20200210124500,37500
VD,20200210125000,37534
VD,20200210125500,37460
VD,20200210130000,37708
VD,20200210130500,37738
VD,20200210131000,37751
VD,20200210131500,37703
VD,20200210132000,37779
VD,20200210132500,37813
VD,20200210133000,38015
VD,20200210133500,37987
VD,20200210134000,38093
VD,20200210134500,38172
VD,20200210135000,38308
VD,20200210135500,38273
VD,20200210140000,38338
VD,20200210140500,38455
VD,20200210141000,38522
VD,20200210141500,38530
VD,20200210142000,38513
VD,20200210142500,38477
VD,20200210143000,38435
VD,20200210143500,38460
VD,20200210144000,38466
VD,20200210144500,38389
VD,20200210145000,38392
VD,20200210145500,38359
VD,20200210150000,38278
VD,20200210150500,38141
VD,20200210151000,38008
VD,20200210151500,38010
VD,20200210152000,38075
VD,20200210152500,38000
VD,20200210153000,38161
VD,20200210153500,38450
VD,20200210154000,38657
VD,20200210154500,38912
VD,20200210155000,39154
VD,20200210155500,39314
VD,20200210160000,39559
VD,20200210160500,39719
VD,20200210161000,39890
VD,20200210161500,40077
VD,20200210162000,38952
VD,20200210162500,40549
VD,20200210163000,40853
VD,20200210163500,40991
VD,20200210164000,41183
VD,20200210164500,41493
VD,20200210165000,41792
VD,20200210165500,41880
VD,20200210170000,41790
VD,20200210170500,41865
VD,20200210171000,41952
VD,20200210171500,42109
VD,20200210172000,42430
VD,20200210172500,42932
VD,20200210173000,43201
VD,20200210173500,43350
VD,20200210174000,43329
VD,20200210174500,43289
VD,20200210175000,43381
VD,20200210175500,43361
VD,20200210180000,43531
VD,20200210180500,43456
VD,20200210181000,43307
VD,20200210181500,43003
VD,20200210182000,42856
VD,20200210182500,42836
VD,20200210183000,42773
VD,20200210183500,42565
VD,20200210184000,42424
VD,20200210184500,42214
VD,20200210185000,42034
VD,20200210185500,41933
VD,20200210190000,41686
VD,20200210190500,41731
VD,20200210191000,41932
VD,20200210191500,41802
VD,20200210192000,41602
VD,20200210192500,41369
VD,20200210193000,41174
VD,20200210193500,41073
VD,20200210194000,40762
VD,20200210194500,40379
VD,20200210195000,40055
VD,20200210195500,39699
VD,20200210200000,39255
VD,20200210200500,39478
VD,20200210201000,39431
VD,20200210201500,39238
VD,20200210202000,38968
VD,20200210202500,38649
VD,20200210203000,38352
VD,20200210203500,38118
VD,20200210204000,37805
VD,20200210204500,37243
VD,20200210205000,37127
VD,20200210205500,36973
VD,20200210210000,36765
VD,20200210210500,36392
VD,20200210211000,35874
VD,20200210211500,35379
VD,20200210212000,35269
VD,20200210212500,34737
VD,20200210213000,34439
VD,20200210213500,34022
VD,20200210214000,33586
VD,20200210214500,33210
VD,20200210215000,32890
VD,20200210215500,32603
VD,20200210220000,32290
VD,20200210220500,32050
VD,20200210221000,31690
VD,20200210221500,31201
VD,20200210222000,30754
VD,20200210222500,30416
VD,20200210223000,30166
VD,20200210223500,29955
VD,20200210224000,29650
VD,20200210224500,29357
VD,20200210225000,29129
VD,20200210225500,28682
VD,20200210230000,28172
VD,20200210230500,27541
VD,20200210231000,27318
VD,20200210231500,27052
VD,20200210232000,26846
VD,20200210232500,26544
VD,20200210233000,26401
VD,20200210233500,26490
VD,20200210234000,26599
VD,20200210234500,26560
VD,20200210235000,26477
VD,20200210235500,26424
VD,20200211000000,26239
VD,20200211000500,26265
VD,20200211001000,26335
VD,20200211001500,26380
VD,20200211002000,26507
VD,20200211002500,26357
VD,20200211003000,26393
VD,20200211003500,26578
VD,20200211004000,26754
VD,20200211004500,26882
VD,20200211005000,26921
