HDR,ROLLING SYSTEM DEMAND
VD,20200214175000,42559
VD,20200214175500,42591
VD,20200214180000,42644
VD,20200214180500,42656
VD,20200214181000,42607
VD,20200214181500,42445
VD,20200214182000,42336
VD,20200214182500,42267
VD,20200214183000,42223
VD,20200214183500,42145
VD,20200214184000,42032
VD,20200214184500,41792
VD,20200214185000,41668
VD,20200214185500,41483
VD,20200214190000,41329
VD,20200214190500,41273
VD,20200214191000,41223
VD,20200214191500,41141
VD,20200214192000,40951
VD,20200214192500,40455
VD,20200214193000,40215
VD,20200214193500,40287
VD,20200214194000,40104
VD,20200214194500,40047
VD,20200214195000,39751
VD,20200214195500,39397
VD,20200214200000,39130
VD,20200214200500,39163
VD,20200214201000,38873
VD,20200214201500,38552
VD,20200214202000,38338
VD,20200214202500,38266
VD,20200214203000,38188
VD,20200214203500,37880
VD,20200214204000,37694
VD,20200214204500,37241
VD,20200214205000,36726
VD,20200214205500,36432
VD,20200214210000,36378
VD,20200214210500,35971
VD,20200214211000,35577
VD,20200214211500,35091
VD,20200214212000,34717
VD,20200214212500,34296
VD,20200214213000,33925
VD,20200214213500,33777
VD,20200214214000,33440
VD,20200214214500,33046
VD,20200214215000,32821
VD,20200214215500,32531
VD,20200214220000,32377
VD,20200214220500,32112
VD,20200214221000,31871
VD,20200214221500,31520
VD,20200214222000,31176
VD,20200214222500,30846
VD,20200214223000,30649
VD,20200214223500,30573
VD,20200214224000,30407
VD,20200214224500,30003
VD,20200214225000,29672
VD,20200214225500,29339
VD,20200214230000,29084
VD,20200214230500,28716
VD,20200214231000,28502
VD,20200214231500,28237
VD,20200214232000,27958
VD,20200214232500,27745
VD,20200214233000,27588
VD,20200214233500,27605
VD,20200214234000,27648
VD,20200214234500,27212
VD,20200214235000,27110
VD,20200214235500,27020
VD,20200215000000,26931
VD,20200215000500,27005
VD,20200215001000,27078
VD,20200215001500,27079
VD,20200215002000,27132
VD,20200215002500,27115
VD,20200215003000,27083
VD,20200215003500,27336
VD,20200215004000,27294
VD,20200215004500,27219
VD,20200215005000,27295
VD,20200215005500,27332
VD,20200215010000,27371
VD,20200215010500,27260
VD,20200215011000,27179
VD,20200215011500,27039
VD,20200215012000,27079
VD,20200215012500,27034
VD,20200215013000,26917
VD,20200215013500,26774
VD,20200215014000,26552
VD,20200215014500,26411
VD,20200215015000,26328
VD,20200215015500,26355
VD,20200215020000,26095
VD,20200215020500,25783
VD,20200215021000,25685
VD,20200215021500,25716
VD,20200215022000,25748
VD,20200215022500,25772
VD,20200215023000,25734
VD,20200215023500,25756
VD,20200215024000,25760
VD,20200215024500,25610
VD,20200215025000,25494
VD,20200215025500,25400
VD,20200215030000,25387
VD,20200215030500,25348
VD,20200215031000,25403
VD,20200215031500,25377
VD,20200215032000,25393
VD,20200215032500,25493
VD,20200215033000,25451
VD,20200215033500,25379
VD,20200215034000,25239
VD,20200215034500,25133
VD,20200215035000,24990
VD,20200215035500,25079
VD,20200215040000,24661
VD,20200215040500,24328
VD,20200215041000,24238
VD,20200215041500,24275
VD,20200215042000,24311
VD,20200215042500,24335
VD,20200215043000,24390
VD,20200215043500,24455
VD,20200215044000,24462
VD,20200215044500,24412
VD,20200215045000,24405
VD,20200215045500,24383
VD,20200215050000,24363
VD,20200215050500,24414
VD,20200215051000,24491
VD,20200215051500,24512
VD,20200215052000,24534
VD,20200215052500,24586
VD,20200215053000,24663
VD,20200215053500,24504
VD,20200215054000,24474
VD,20200215054500,24467
VD,20200215055000,24451
VD,20200215055500,24442
VD,20200215060000,24452
VD,20200215060500,24701
VD,20200215061000,25013
VD,20200215061500,25154
VD,20200215062000,25211
VD,20200215062500,25293
VD,20200215063000,25383
VD,20200215063500,25477
VD,20200215064000,25587
VD,20200215064500,25645
VD,20200215065000,25752
VD,20200215065500,25881
VD,20200215070000,26019
VD,20200215070500,26261
VD,20200215071000,26292
VD,20200215071500,26375
VD,20200215072000,26529
VD,20200215072500,26691
VD,20200215073000,26841
VD,20200215073500,26922
VD,20200215074000,27128
VD,20200215074500,27242
VD,20200215075000,27346
VD,20200215075500,27490
VD,20200215080000,27740
VD,20200215080500,27994
VD,20200215081000,28296
VD,20200215081500,28503
VD,20200215082000,28716
VD,20200215082500,29100
VD,20200215083000,29435
VD,20200215083500,29671
VD,20200215084000,29917
VD,20200215084500,30168
VD,20200215085000,30417
VD,20200215085500,30612
VD,20200215090000,30778
VD,20200215090500,31274
VD,20200215091000,31501
VD,20200215091500,31788
VD,20200215092000,31984
VD,20200215092500,32011
VD,20200215093000,31928
VD,20200215093500,32034
VD,20200215094000,32103
VD,20200215094500,32107
VD,20200215095000,32129
VD,20200215095500,32145
VD,20200215100000,32183
VD,20200215100500,32634
VD,20200215101000,32688
VD,20200215101500,32812
VD,20200215102000,32929
VD,20200215102500,33043
VD,20200215103000,33098
VD,20200215103500,33183
VD,20200215104000,33181
VD,20200215104500,33168
VD,20200215105000,33244
VD,20200215105500,33250
VD,20200215110000,33340
VD,20200215110500,33521
VD,20200215111000,33589
VD,20200215111500,33602
VD,20200215112000,33583
VD,20200215112500,33683
VD,20200215113000,33751
VD,20200215113500,33985
VD,20200215114000,34010
VD,20200215114500,34071
VD,20200215115000,34048
VD,20200215115500,34031
VD,20200215120000,33971
VD,20200215120500,34011
VD,20200215121000,34031
VD,20200215121500,34117
VD,20200215122000,34194
VD,20200215122500,34162
VD,20200215123000,34172
VD,20200215123500,34109
VD,20200215124000,33997
VD,20200215124500,33897
VD,20200215125000,33901
VD,20200215125500,33926
VD,20200215130000,33923
VD,20200215130500,33931
VD,20200215131000,33879
VD,20200215131500,33903
VD,20200215132000,33915
VD,20200215132500,33909
VD,20200215133000,33862
VD,20200215133500,33924
VD,20200215134000,33851
VD,20200215134500,33791
VD,20200215135000,33730
VD,20200215135500,33624
VD,20200215140000,33547
VD,20200215140500,33644
VD,20200215141000,33637
VD,20200215141500,33505
VD,20200215142000,33475
VD,20200215142500,33419
VD,20200215143000,33388
VD,20200215143500,33409
VD,20200215144000,33408
VD,20200215144500,33432
VD,20200215145000,33446
VD,20200215145500,33475
VD,20200215150000,33430
VD,20200215150500,33576
VD,20200215151000,33606
VD,20200215151500,33624
VD,20200215152000,33607
VD,20200215152500,33548
VD,20200215153000,33568
VD,20200215153500,33474
VD,20200215154000,33414
VD,20200215154500,33428
VD,20200215155000,33555
VD,20200215155500,33641
VD,20200215160000,33657
VD,20200215160500,33715
VD,20200215161000,33758
VD,20200215161500,33935
VD,20200215162000,34121
VD,20200215162500,34267
VD,20200215163000,34500
VD,20200215163500,34774
VD,20200215164000,34903
VD,20200215164500,35021
VD,20200215165000,35219
VD,20200215165500,35351
VD,20200215170000,35566
VD,20200215170500,35870
VD,20200215171000,36254
VD,20200215171500,36582
VD,20200215172000,36976
VD,20200215172500,37160
VD,20200215173000,37030
VD,20200215173500,37153
VD,20200215174000,37258
VD,20200215174500,37212
VD,20200215175000,37278
VD,20200215175500,37169
VD,20200215180000,37119
VD,20200215180500,37192
VD,20200215181000,37088
VD,20200215181500,36939
VD,20200215182000,36734
VD,20200215182500,36588
VD,20200215183000,36499
VD,20200215183500,36479
VD,20200215184000,36369
VD,20200215184500,36390
VD,20200215185000,36338
VD,20200215185500,36220
VD,20200215190000,36094
VD,20200215190500,35891
VD,20200215191000,35854
VD,20200215191500,35560
VD,20200215192000,35277
VD,20200215192500,35046
VD,20200215193000,34609
VD,20200215193500,34297
VD,20200215194000,34104
VD,20200215194500,33853
VD,20200215195000,33645
VD,20200215195500,33400
VD,20200215200000,33241
VD,20200215200500,32808
VD,20200215201000,32757
VD,20200215201500,32458
VD,20200215202000,32330
VD,20200215202500,32119
VD,20200215203000,31842
VD,20200215203500,31647
VD,20200215204000,31322
VD,20200215204500,31177
VD,20200215205000,31018
VD,20200215205500,30759
VD,20200215210000,30484
VD,20200215210500,30304
VD,20200215211000,30023
VD,20200215211500,29740
VD,20200215212000,29517
VD,20200215212500,29219
VD,20200215213000,28921
VD,20200215213500,28706
VD,20200215214000,28485
VD,20200215214500,28336
VD,20200215215000,28174
VD,20200215215500,27973
VD,20200215220000,27663
VD,20200215220500,27398
VD,20200215221000,27175
VD,20200215221500,26952
VD,20200215222000,26713
VD,20200215222500,26542
VD,20200215223000,26471
VD,20200215223500,26500
VD,20200215224000,26392
VD,20200215224500,26280
VD,20200215225000,26121
VD,20200215225500,26100
VD,20200215230000,25814
VD,20200215230500,25416
VD,20200215231000,25157
VD,20200215231500,25044
VD,20200215232000,25084
VD,20200215232500,25047
VD,20200215233000,24850
VD,20200215233500,24831
VD,20200215234000,24854
VD,20200215234500,24871
VD,20200215235000,24979
VD,20200215235500,24912
VD,20200216000000,24825
VD,20200216000500,24900
VD,20200216001000,24830
VD,20200216001500,24787
VD,20200216002000,24752
VD,20200216002500,24667
VD,20200216003000,24663
VD,20200216003500,24962
VD,20200216004000,25191
VD,20200216004500,25257
VD,20200216005000,25303
VD,20200216005500,25316
VD,20200216010000,25483
VD,20200216010500,25553
VD,20200216011000,25573
VD,20200216011500,25597
VD,20200216012000,25408
VD,20200216012500,25061
VD,20200216013000,24818
VD,20200216013500,24681
VD,20200216014000,24604
VD,20200216014500,24546
VD,20200216015000,24527
VD,20200216015500,24409
VD,20200216020000,24268
VD,20200216020500,24159
VD,20200216021000,23926
VD,20200216021500,23906
VD,20200216022000,23883
VD,20200216022500,23912
VD,20200216023000,23817
VD,20200216023500,23766
VD,20200216024000,23600
VD,20200216024500,23577
VD,20200216025000,23544
VD,20200216025500,23459
VD,20200216030000,23533
VD,20200216030500,23410
VD,20200216031000,23447
VD,20200216031500,23380
VD,20200216032000,23185
VD,20200216032500,22997
VD,20200216033000,22878
VD,20200216033500,22759
VD,20200216034000,22680
VD,20200216034500,22623
VD,20200216035000,22543
VD,20200216035500,22312
VD,20200216040000,22240
VD,20200216040500,22169
VD,20200216041000,22216
VD,20200216041500,22321
VD,20200216042000,22507
VD,20200216042500,22448
VD,20200216043000,22385
VD,20200216043500,22432
VD,20200216044000,22391
VD,20200216044500,22326
VD,20200216045000,22321
VD,20200216045500,22350
VD,20200216050000,22456
VD,20200216050500,22905
VD,20200216051000,23096
VD,20200216051500,23122
VD,20200216052000,23111
VD,20200216052500,23163
VD,20200216053000,23101
VD,20200216053500,23157
VD,20200216054000,23201
VD,20200216054500,23182
VD,20200216055000,23256
VD,20200216055500,23317
VD,20200216060000,23137
VD,20200216060500,23108
VD,20200216061000,23402
VD,20200216061500,23628
VD,20200216062000,23652
VD,20200216062500,23744
VD,20200216063000,23720
VD,20200216063500,23751
VD,20200216064000,23806
VD,20200216064500,23883
VD,20200216065000,23998
VD,20200216065500,24105
VD,20200216070000,24053
VD,20200216070500,24490
VD,20200216071000,24834
VD,20200216071500,24891
VD,20200216072000,24957
VD,20200216072500,24957
VD,20200216073000,24999
VD,20200216073500,24854
VD,20200216074000,24909
VD,20200216074500,25163
VD,20200216075000,25331
VD,20200216075500,25468
VD,20200216080000,25323
VD,20200216080500,25290
VD,20200216081000,25489
VD,20200216081500,25541
VD,20200216082000,25759
VD,20200216082500,25974
VD,20200216083000,26190
VD,20200216083500,26445
VD,20200216084000,26712
VD,20200216084500,26892
VD,20200216085000,27095
VD,20200216085500,27265
VD,20200216090000,27458
VD,20200216090500,27934
VD,20200216091000,28419
VD,20200216091500,28543
VD,20200216092000,28728
VD,20200216092500,28908
VD,20200216093000,29190
VD,20200216093500,29337
VD,20200216094000,29540
VD,20200216094500,29746
VD,20200216095000,29860
VD,20200216095500,30079
VD,20200216100000,30307
VD,20200216100500,30587
VD,20200216101000,30752
VD,20200216101500,30826
VD,20200216102000,30935
VD,20200216102500,31060
VD,20200216103000,31151
VD,20200216103500,31347
VD,20200216104000,31528
VD,20200216104500,31572
VD,20200216105000,31707
VD,20200216105500,31673
VD,20200216110000,31735
VD,20200216110500,31940
VD,20200216111000,32016
VD,20200216111500,32139
VD,20200216112000,32220
VD,20200216112500,32317
VD,20200216113000,32494
VD,20200216113500,32698
VD,20200216114000,32740
VD,20200216114500,32766
VD,20200216115000,32791
VD,20200216115500,32868
VD,20200216120000,32937
VD,20200216120500,33094
VD,20200216121000,33308
VD,20200216121500,33454
VD,20200216122000,33513
VD,20200216122500,33489
VD,20200216123000,33503
VD,20200216123500,33722
VD,20200216124000,33796
VD,20200216124500,33822
VD,20200216125000,33826
VD,20200216125500,33832
VD,20200216130000,33881
VD,20200216130500,33848
VD,20200216131000,33761
VD,20200216131500,33677
VD,20200216132000,33562
VD,20200216132500,33465
VD,20200216133000,33352
VD,20200216133500,33220
VD,20200216134000,32980
VD,20200216134500,32763
VD,20200216135000,32725
VD,20200216135500,32720
VD,20200216140000,32671
VD,20200216140500,32620
VD,20200216141000,32528
VD,20200216141500,32371
VD,20200216142000,32242
VD,20200216142500,32113
VD,20200216143000,32071
VD,20200216143500,32075
VD,20200216144000,32050
VD,20200216144500,31901
VD,20200216145000,31844
VD,20200216145500,31911
VD,20200216150000,31937
VD,20200216150500,31913
VD,20200216151000,31965
VD,20200216151500,31992
VD,20200216152000,32025
VD,20200216152500,32044
VD,20200216153000,32005
VD,20200216153500,31959
VD,20200216154000,32050
VD,20200216154500,32170
VD,20200216155000,32307
VD,20200216155500,32411
VD,20200216160000,32504
VD,20200216160500,32656
VD,20200216161000,32802
VD,20200216161500,32897
VD,20200216162000,33095
VD,20200216162500,33365
VD,20200216163000,33239
VD,20200216163500,33329
VD,20200216164000,33495
VD,20200216164500,33737
VD,20200216165000,34125
VD,20200216165500,34323
VD,20200216170000,34502
VD,20200216170500,34785
VD,20200216171000,34978
VD,20200216171500,35162
VD,20200216172000,35348
VD,20200216172500,35735
VD,20200216173000,35994
VD,20200216173500,36289
VD,20200216174000,36605
VD,20200216174500,36818
VD,20200216175000,36980
VD,20200216175500,37094
VD,20200216180000,37184
VD,20200216180500,37210
VD,20200216181000,37200
VD,20200216181500,37099
VD,20200216182000,36956
VD,20200216182500,36745
VD,20200216183000,36684
VD,20200216183500,36708
VD,20200216184000,36558
VD,20200216184500,36365
VD,20200216185000,36282
VD,20200216185500,35945
VD,20200216190000,35701
VD,20200216190500,35484
VD,20200216191000,35345
VD,20200216191500,35240
VD,20200216192000,35114
VD,20200216192500,34885
VD,20200216193000,34717
VD,20200216193500,34569
VD,20200216194000,34539
VD,20200216194500,34382
VD,20200216195000,34212
VD,20200216195500,34061
VD,20200216200000,33923
VD,20200216200500,33792
VD,20200216201000,33758
VD,20200216201500,33473
VD,20200216202000,33297
VD,20200216202500,33012
VD,20200216203000,32727
VD,20200216203500,32528
VD,20200216204000,32252
VD,20200216204500,31950
VD,20200216205000,31776
VD,20200216205500,31562
VD,20200216210000,31377
VD,20200216210500,31219
VD,20200216211000,31275
VD,20200216211500,31043
VD,20200216212000,30804
VD,20200216212500,30463
VD,20200216213000,30198
VD,20200216213500,29900
VD,20200216214000,29684
VD,20200216214500,29278
VD,20200216215000,28907
VD,20200216215500,28687
VD,20200216220000,28532
VD,20200216220500,28227
VD,20200216221000,28029
VD,20200216221500,27686
VD,20200216222000,27317
VD,20200216222500,27070
VD,20200216223000,26977
VD,20200216223500,26965
VD,20200216224000,26804
VD,20200216224500,26648
VD,20200216225000,26516
VD,20200216225500,26390
VD,20200216230000,26235
VD,20200216230500,25612
VD,20200216231000,25430
VD,20200216231500,25409
VD,20200216232000,24922
VD,20200216232500,24807
VD,20200216233000,24717
VD,20200216233500,24899
VD,20200216234000,24860
VD,20200216234500,24715
VD,20200216235000,24628
VD,20200216235500,24555
VD,20200217000000,24672
VD,20200217000500,25527
VD,20200217001000,25748
VD,20200217001500,25850
VD,20200217002000,25915
VD,20200217002500,25964
VD,20200217003000,25888
VD,20200217003500,26056
VD,20200217004000,26059
VD,20200217004500,26071
VD,20200217005000,25995
VD,20200217005500,25847
VD,20200217010000,26007
VD,20200217010500,25776
VD,20200217011000,25665
VD,20200217011500,25540
VD,20200217012000,25466
VD,20200217012500,25440
VD,20200217013000,25476
VD,20200217013500,25454
VD,20200217014000,25399
VD,20200217014500,25342
VD,20200217015000,25351
VD,20200217015500,25349
VD,20200217020000,25236
VD,20200217020500,24616
VD,20200217021000,24499
VD,20200217021500,24472
VD,20200217022000,24288
VD,20200217022500,24151
VD,20200217023000,24076
VD,20200217023500,24158
VD,20200217024000,24178
VD,20200217024500,24138
VD,20200217025000,24073
VD,20200217025500,24045
VD,20200217030000,24121
VD,20200217030500,24038
VD,20200217031000,24143
VD,20200217031500,23972
VD,20200217032000,23775
VD,20200217032500,23663
VD,20200217033000,23578
VD,20200217033500,23751
VD,20200217034000,23738
VD,20200217034500,23655
VD,20200217035000,23616
VD,20200217035500,23587
VD,20200217040000,23631
VD,20200217040500,23954
VD,20200217041000,24213
VD,20200217041500,24264
VD,20200217042000,24186
VD,20200217042500,24182
VD,20200217043000,24198
VD,20200217043500,24254
VD,20200217044000,24281
VD,20200217044500,24148
VD,20200217045000,24134
VD,20200217045500,24118
VD,20200217050000,24142
VD,20200217050500,23962
VD,20200217051000,24009
VD,20200217051500,24060
VD,20200217052000,24065
VD,20200217052500,24064
VD,20200217053000,24173
VD,20200217053500,24226
VD,20200217054000,24340
VD,20200217054500,24524
VD,20200217055000,24827
VD,20200217055500,25206
VD,20200217060000,25697
VD,20200217060500,26436
VD,20200217061000,27159
VD,20200217061500,27503
VD,20200217062000,27799
VD,20200217062500,28185
VD,20200217063000,28575
VD,20200217063500,28888
VD,20200217064000,29259
VD,20200217064500,29667
VD,20200217065000,29971
VD,20200217065500,30299
VD,20200217070000,30576
VD,20200217070500,31288
VD,20200217071000,31819
VD,20200217071500,32106
VD,20200217072000,32345
VD,20200217072500,32530
VD,20200217073000,32788
VD,20200217073500,32940
VD,20200217074000,33113
VD,20200217074500,33346
VD,20200217075000,33565
VD,20200217075500,33764
VD,20200217080000,33858
VD,20200217080500,34464
VD,20200217081000,34650
VD,20200217081500,35017
VD,20200217082000,35299
VD,20200217082500,35500
VD,20200217083000,35704
VD,20200217083500,35872
VD,20200217084000,35959
VD,20200217084500,36117
VD,20200217085000,36174
VD,20200217085500,36179
VD,20200217090000,36172
VD,20200217090500,36222
VD,20200217091000,36255
VD,20200217091500,36284
VD,20200217092000,36465
VD,20200217092500,36363
VD,20200217093000,36269
VD,20200217093500,36140
VD,20200217094000,36114
VD,20200217094500,36101
VD,20200217095000,35960
VD,20200217095500,36020
VD,20200217100000,36026
VD,20200217100500,36033
VD,20200217101000,36022
VD,20200217101500,35989
VD,20200217102000,35922
VD,20200217102500,35868
VD,20200217103000,35866
VD,20200217103500,35787
VD,20200217104000,35681
VD,20200217104500,35602
VD,20200217105000,35634
VD,20200217105500,35594
VD,20200217110000,35382
VD,20200217110500,34992
VD,20200217111000,35084
VD,20200217111500,35167
VD,20200217112000,35170
VD,20200217112500,35207
VD,20200217113000,35141
VD,20200217113500,35196
VD,20200217114000,35193
VD,20200217114500,35258
VD,20200217115000,35430
VD,20200217115500,35464
VD,20200217120000,35476
VD,20200217120500,35582
VD,20200217121000,35590
VD,20200217121500,35689
VD,20200217122000,35800
VD,20200217122500,35698
VD,20200217123000,35592
VD,20200217123500,35392
VD,20200217124000,35193
VD,20200217124500,35130
VD,20200217125000,35022
VD,20200217125500,34911
VD,20200217130000,34940
VD,20200217130500,34945
VD,20200217131000,35104
VD,20200217131500,35160
VD,20200217132000,35223
VD,20200217132500,35289
VD,20200217133000,35140
VD,20200217133500,35104
VD,20200217134000,35158
VD,20200217134500,34992
VD,20200217135000,34964
VD,20200217135500,35015
VD,20200217140000,35044
VD,20200217140500,35019
VD,20200217141000,35047
VD,20200217141500,35082
VD,20200217142000,35058
VD,20200217142500,35069
VD,20200217143000,35083
VD,20200217143500,35096
VD,20200217144000,35095
VD,20200217144500,35053
VD,20200217145000,35085
VD,20200217145500,35110
VD,20200217150000,35167
VD,20200217150500,35546
VD,20200217151000,35584
VD,20200217151500,35670
VD,20200217152000,35765
VD,20200217152500,35806
VD,20200217153000,35850
VD,20200217153500,36017
VD,20200217154000,36232
VD,20200217154500,36421
VD,20200217155000,36481
VD,20200217155500,36570
VD,20200217160000,36658
VD,20200217160500,36812
VD,20200217161000,36915
VD,20200217161500,36974
VD,20200217162000,37116
VD,20200217162500,37379
VD,20200217163000,37477
VD,20200217163500,37737
VD,20200217164000,37884
VD,20200217164500,38182
VD,20200217165000,38444
VD,20200217165500,38681
VD,20200217170000,39112
VD,20200217170500,39339
VD,20200217171000,39524
VD,20200217171500,39771
VD,20200217172000,40098
VD,20200217172500,40363
VD,20200217173000,40560
VD,20200217173500,40676
VD,20200217174000,40929
VD,20200217174500,41161
VD,20200217175000,41471
VD,20200217175500,41635
VD,20200217180000,41932
VD,20200217180500,41945
VD,20200217181000,41648
VD,20200217181500,41527
VD,20200217182000,41563
VD,20200217182500,41460
VD,20200217183000,41403
VD,20200217183500,41298
VD,20200217184000,41186
VD,20200217184500,41111
VD,20200217185000,41041
VD,20200217185500,40819
VD,20200217190000,40475
VD,20200217190500,40502
VD,20200217191000,40463
VD,20200217191500,40329
VD,20200217192000,40141
VD,20200217192500,39887
VD,20200217193000,39640
VD,20200217193500,39653
VD,20200217194000,39561
VD,20200217194500,39362
VD,20200217195000,39137
VD,20200217195500,38725
VD,20200217200000,38470
VD,20200217200500,38501
VD,20200217201000,38316
VD,20200217201500,38129
VD,20200217202000,37790
VD,20200217202500,37526
VD,20200217203000,37139
VD,20200217203500,36903
VD,20200217204000,36656
VD,20200217204500,36417
VD,20200217205000,36245
VD,20200217205500,36107
VD,20200217210000,36033
VD,20200217210500,35632
VD,20200217211000,35313
VD,20200217211500,34850
VD,20200217212000,34508
VD,20200217212500,34122
VD,20200217213000,33773
VD,20200217213500,33421
VD,20200217214000,33089
VD,20200217214500,32821
VD,20200217215000,32584
VD,20200217215500,32434
VD,20200217220000,32233
VD,20200217220500,31526
VD,20200217221000,31408
VD,20200217221500,30952
VD,20200217222000,30524
VD,20200217222500,30234
VD,20200217223000,30082
VD,20200217223500,29981
VD,20200217224000,29766
VD,20200217224500,29447
VD,20200217225000,29140
VD,20200217225500,28867
VD,20200217230000,28531
VD,20200217230500,27614
VD,20200217231000,27556
VD,20200217231500,27385
VD,20200217232000,27147
VD,20200217232500,26638
VD,20200217233000,26379
VD,20200217233500,26305
VD,20200217234000,26111
VD,20200217234500,26131
VD,20200217235000,26183
VD,20200217235500,26170
VD,20200218000000,26171
VD,20200218000500,26423
VD,20200218001000,26618
VD,20200218001500,26682
VD,20200218002000,26663
VD,20200218002500,26535
VD,20200218003000,26466
VD,20200218003500,26619
VD,20200218004000,26666
VD,20200218004500,26707
VD,20200218005000,26787
