HDR,ROLLING SYSTEM DEMAND
VD,20200310032500,24851
VD,20200310033000,24707
VD,20200310033500,24596
VD,20200310034000,24462
VD,20200310034500,24413
VD,20200310035000,24378
VD,20200310035500,24302
VD,20200310040000,24117
VD,20200310040500,23902
VD,20200310041000,23920
VD,20200310041500,23926
VD,20200310042000,23880
VD,20200310042500,23851
VD,20200310043000,23855
VD,20200310043500,23813
VD,20200310044000,23897
VD,20200310044500,23930
VD,20200310045000,24063
VD,20200310045500,24162
VD,20200310050000,24102
VD,20200310050500,24075
VD,20200310051000,24106
VD,20200310051500,24166
VD,20200310052000,24412
VD,20200310052500,24525
VD,20200310053000,24592
VD,20200310053500,24621
VD,20200310054000,24723
VD,20200310054500,24919
VD,20200310055000,25247
VD,20200310055500,25664
VD,20200310060000,25810
VD,20200310060500,26466
VD,20200310061000,26946
VD,20200310061500,27402
VD,20200310062000,27834
VD,20200310062500,28232
VD,20200310063000,28628
VD,20200310063500,29040
VD,20200310064000,29579
VD,20200310064500,30036
VD,20200310065000,30411
VD,20200310065500,30884
VD,20200310070000,31306
VD,20200310070500,31923
VD,20200310071000,32550
VD,20200310071500,32946
VD,20200310072000,33281
VD,20200310072500,33562
VD,20200310073000,33781
VD,20200310073500,33879
VD,20200310074000,34000
VD,20200310074500,34141
VD,20200310075000,34283
VD,20200310075500,34362
VD,20200310080000,34496
VD,20200310080500,34399
VD,20200310081000,34389
VD,20200310081500,34467
VD,20200310082000,34502
VD,20200310082500,34584
VD,20200310083000,34664
VD,20200310083500,34705
VD,20200310084000,34633
VD,20200310084500,34583
VD,20200310085000,34686
VD,20200310085500,34692
VD,20200310090000,34778
VD,20200310090500,34973
VD,20200310091000,35088
VD,20200310091500,35093
VD,20200310092000,35061
VD,20200310092500,34994
VD,20200310093000,34988
VD,20200310093500,35077
VD,20200310094000,34860
VD,20200310094500,34779
VD,20200310095000,34718
VD,20200310095500,34620
VD,20200310100000,34536
VD,20200310100500,34460
VD,20200310101000,34389
VD,20200310101500,34364
VD,20200310102000,34415
VD,20200310102500,34475
VD,20200310103000,34530
VD,20200310103500,34500
VD,20200310104000,34453
VD,20200310104500,34393
VD,20200310105000,34422
VD,20200310105500,34337
VD,20200310110000,34337
VD,20200310110500,34552
VD,20200310111000,34467
VD,20200310111500,34354
VD,20200310112000,34201
VD,20200310112500,34126
VD,20200310113000,34102
VD,20200310113500,34191
VD,20200310114000,34199
VD,20200310114500,34183
VD,20200310115000,34202
VD,20200310115500,34185
VD,20200310120000,34209
VD,20200310120500,34241
VD,20200310121000,34256
VD,20200310121500,34323
VD,20200310122000,34409
VD,20200310122500,34390
VD,20200310123000,34330
VD,20200310123500,33714
VD,20200310124000,34229
VD,20200310124500,34183
VD,20200310125000,34141
VD,20200310125500,34195
VD,20200310130000,34098
VD,20200310130500,34055
VD,20200310131000,34117
VD,20200310131500,34188
VD,20200310132000,34147
VD,20200310132500,34088
VD,20200310133000,33971
VD,20200310133500,33901
VD,20200310134000,33835
VD,20200310134500,33870
VD,20200310135000,33939
VD,20200310135500,33997
VD,20200310140000,33989
VD,20200310140500,33950
VD,20200310141000,33981
VD,20200310141500,33878
VD,20200310142000,33707
VD,20200310142500,33694
VD,20200310143000,33612
VD,20200310143500,33582
VD,20200310144000,33552
VD,20200310144500,33606
VD,20200310145000,33551
VD,20200310145500,33354
VD,20200310150000,33163
VD,20200310150500,33220
VD,20200310151000,33369
VD,20200310151500,33402
VD,20200310152000,33392
VD,20200310152500,33521
VD,20200310153000,33726
VD,20200310153500,33888
VD,20200310154000,34075
VD,20200310154500,34264
VD,20200310155000,34451
VD,20200310155500,34540
VD,20200310160000,34604
VD,20200310160500,34741
VD,20200310161000,34887
VD,20200310161500,35084
VD,20200310162000,35192
VD,20200310162500,35362
VD,20200310163000,35562
VD,20200310163500,35974
VD,20200310164000,36156
VD,20200310164500,36375
VD,20200310165000,36740
VD,20200310165500,37065
VD,20200310170000,37297
VD,20200310170500,37372
VD,20200310171000,37539
VD,20200310171500,37757
VD,20200310172000,37841
VD,20200310172500,38179
VD,20200310173000,38528
VD,20200310173500,38608
VD,20200310174000,38715
VD,20200310174500,38511
VD,20200310175000,38600
VD,20200310175500,38821
VD,20200310180000,38926
VD,20200310180500,39354
VD,20200310181000,39323
VD,20200310181500,39504
VD,20200310182000,39966
VD,20200310182500,40168
VD,20200310183000,40291
VD,20200310183500,40414
VD,20200310184000,40416
VD,20200310184500,40378
VD,20200310185000,40437
VD,20200310185500,40454
VD,20200310190000,40365
VD,20200310190500,40368
VD,20200310191000,40084
VD,20200310191500,39804
VD,20200310192000,39755
VD,20200310192500,39628
VD,20200310193000,39423
VD,20200310193500,39393
VD,20200310194000,39144
VD,20200310194500,38902
VD,20200310195000,38702
VD,20200310195500,38551
VD,20200310200000,38371
VD,20200310200500,38417
VD,20200310201000,38216
VD,20200310201500,38066
VD,20200310202000,37798
VD,20200310202500,37458
VD,20200310203000,37237
VD,20200310203500,37141
VD,20200310204000,36938
VD,20200310204500,36776
VD,20200310205000,36637
VD,20200310205500,36300
VD,20200310210000,35951
VD,20200310210500,35724
VD,20200310211000,35351
VD,20200310211500,35020
VD,20200310212000,34637
VD,20200310212500,34097
VD,20200310213000,33842
VD,20200310213500,33632
VD,20200310214000,33262
VD,20200310214500,32753
VD,20200310215000,32454
VD,20200310215500,32297
VD,20200310220000,31866
VD,20200310220500,31139
VD,20200310221000,30736
VD,20200310221500,30394
VD,20200310222000,30110
VD,20200310222500,29863
VD,20200310223000,29509
VD,20200310223500,29143
VD,20200310224000,28836
VD,20200310224500,28434
VD,20200310225000,28283
VD,20200310225500,27959
VD,20200310230000,27708
VD,20200310230500,27423
VD,20200310231000,27334
VD,20200310231500,26994
VD,20200310232000,26643
VD,20200310232500,26384
VD,20200310233000,26201
VD,20200310233500,26051
VD,20200310234000,25976
VD,20200310234500,25888
VD,20200310235000,25787
VD,20200310235500,25792
VD,20200311000000,25679
VD,20200311000500,25594
VD,20200311001000,25697
VD,20200311001500,25837
VD,20200311002000,25811
VD,20200311002500,25760
VD,20200311003000,25792
VD,20200311003500,26029
VD,20200311004000,26122
VD,20200311004500,26252
VD,20200311005000,26369
VD,20200311005500,26422
VD,20200311010000,26490
VD,20200311010500,26540
VD,20200311011000,26576
VD,20200311011500,26485
VD,20200311012000,26245
VD,20200311012500,26037
VD,20200311013000,25980
VD,20200311013500,25794
VD,20200311014000,25621
VD,20200311014500,25443
VD,20200311015000,25414
VD,20200311015500,25345
VD,20200311020000,25236
VD,20200311020500,25221
VD,20200311021000,25141
VD,20200311021500,25093
VD,20200311022000,25077
VD,20200311022500,25048
VD,20200311023000,25046
VD,20200311023500,25135
VD,20200311024000,25143
VD,20200311024500,25046
VD,20200311025000,24966
VD,20200311025500,24770
VD,20200311030000,24564
VD,20200311030500,24579
VD,20200311031000,24660
VD,20200311031500,24680
VD,20200311032000,24620
VD,20200311032500,24541
VD,20200311033000,24398
VD,20200311033500,24339
VD,20200311034000,24312
VD,20200311034500,24326
VD,20200311035000,24295
VD,20200311035500,24202
VD,20200311040000,24086
VD,20200311040500,23832
VD,20200311041000,23696
VD,20200311041500,23724
VD,20200311042000,23795
VD,20200311042500,23842
VD,20200311043000,23812
VD,20200311043500,23848
VD,20200311044000,23826
VD,20200311044500,23915
VD,20200311045000,24023
VD,20200311045500,24069
VD,20200311050000,24126
VD,20200311050500,24404
VD,20200311051000,24439
VD,20200311051500,24527
VD,20200311052000,24531
VD,20200311052500,24691
VD,20200311053000,24703
VD,20200311053500,24911
VD,20200311054000,25049
VD,20200311054500,25207
VD,20200311055000,25541
VD,20200311055500,25826
VD,20200311060000,25985
VD,20200311060500,26883
VD,20200311061000,27520
VD,20200311061500,27940
VD,20200311062000,28343
VD,20200311062500,28776
VD,20200311063000,29105
VD,20200311063500,29699
VD,20200311064000,30165
VD,20200311064500,30631
VD,20200311065000,31031
VD,20200311065500,31427
VD,20200311070000,31933
VD,20200311070500,32532
VD,20200311071000,32852
VD,20200311071500,33351
VD,20200311072000,33630
VD,20200311072500,33748
VD,20200311073000,33765
VD,20200311073500,33712
VD,20200311074000,33847
VD,20200311074500,33935
VD,20200311075000,33987
VD,20200311075500,34072
VD,20200311080000,34072
VD,20200311080500,34029
VD,20200311081000,34111
VD,20200311081500,34194
VD,20200311082000,34132
VD,20200311082500,34019
VD,20200311083000,33406
VD,20200311083500,33938
VD,20200311084000,33784
VD,20200311084500,33611
VD,20200311085000,33498
VD,20200311085500,33362
VD,20200311090000,33397
VD,20200311090500,33565
VD,20200311091000,33755
VD,20200311091500,33803
VD,20200311092000,33667
VD,20200311092500,33690
VD,20200311093000,33632
VD,20200311093500,33604
VD,20200311094000,33509
VD,20200311094500,33398
VD,20200311095000,33329
VD,20200311095500,33240
VD,20200311100000,33096
VD,20200311100500,32694
VD,20200311101000,32568
VD,20200311101500,32464
VD,20200311102000,32359
VD,20200311102500,32186
VD,20200311103000,32121
VD,20200311103500,32146
VD,20200311104000,32026
VD,20200311104500,31887
VD,20200311105000,31700
VD,20200311105500,31560
VD,20200311110000,31564
VD,20200311110500,31631
VD,20200311111000,31554
VD,20200311111500,31474
VD,20200311112000,31466
VD,20200311112500,31397
VD,20200311113000,31421
VD,20200311113500,31387
VD,20200311114000,31322
VD,20200311114500,31274
VD,20200311115000,31290
VD,20200311115500,31294
VD,20200311120000,31246
VD,20200311120500,31217
VD,20200311121000,31160
VD,20200311121500,31142
VD,20200311122000,31103
VD,20200311122500,30968
VD,20200311123000,30990
VD,20200311123500,31070
VD,20200311124000,31021
VD,20200311124500,30978
VD,20200311125000,31057
VD,20200311125500,31055
VD,20200311130000,31040
VD,20200311130500,31116
VD,20200311131000,31176
VD,20200311131500,31216
VD,20200311132000,31288
VD,20200311132500,31268
VD,20200311133000,31265
VD,20200311133500,31221
VD,20200311134000,31193
VD,20200311134500,31194
VD,20200311135000,31107
VD,20200311135500,31081
VD,20200311140000,31099
VD,20200311140500,31028
VD,20200311141000,31038
VD,20200311141500,31132
VD,20200311142000,31216
VD,20200311142500,31251
VD,20200311143000,31049
VD,20200311143500,31072
VD,20200311144000,30998
VD,20200311144500,31147
VD,20200311145000,31213
VD,20200311145500,31182
VD,20200311150000,31364
VD,20200311150500,31717
VD,20200311151000,31899
VD,20200311151500,31998
VD,20200311152000,32075
VD,20200311152500,32189
VD,20200311153000,32358
VD,20200311153500,32595
VD,20200311154000,32878
VD,20200311154500,33110
VD,20200311155000,33195
VD,20200311155500,33647
VD,20200311160000,33942
VD,20200311160500,34221
VD,20200311161000,34182
VD,20200311161500,34320
VD,20200311162000,34463
VD,20200311162500,34633
VD,20200311163000,34844
VD,20200311163500,35372
VD,20200311164000,35739
VD,20200311164500,35978
VD,20200311165000,36280
VD,20200311165500,36260
VD,20200311170000,36439
VD,20200311170500,36857
VD,20200311171000,36978
VD,20200311171500,37028
VD,20200311172000,37273
VD,20200311172500,37747
VD,20200311173000,38023
VD,20200311173500,38301
VD,20200311174000,38496
VD,20200311174500,38717
VD,20200311175000,38865
VD,20200311175500,38828
VD,20200311180000,38864
VD,20200311180500,39016
VD,20200311181000,39177
VD,20200311181500,39348
VD,20200311182000,39569
VD,20200311182500,39758
VD,20200311183000,39768
VD,20200311183500,39847
VD,20200311184000,39761
VD,20200311184500,39510
VD,20200311185000,39583
VD,20200311185500,39615
VD,20200311190000,39438
VD,20200311190500,39325
VD,20200311191000,39260
VD,20200311191500,39199
VD,20200311192000,39097
VD,20200311192500,38876
VD,20200311193000,38765
VD,20200311193500,38648
VD,20200311194000,38443
VD,20200311194500,38142
VD,20200311195000,38009
VD,20200311195500,37796
VD,20200311200000,37618
VD,20200311200500,37498
VD,20200311201000,37428
VD,20200311201500,37241
VD,20200311202000,36809
VD,20200311202500,36564
VD,20200311203000,36412
VD,20200311203500,36042
VD,20200311204000,35764
VD,20200311204500,35448
VD,20200311205000,35220
VD,20200311205500,35006
VD,20200311210000,34650
VD,20200311210500,34221
VD,20200311211000,34032
VD,20200311211500,33518
VD,20200311212000,33146
VD,20200311212500,32842
VD,20200311213000,32503
VD,20200311213500,32176
VD,20200311214000,31764
VD,20200311214500,31508
VD,20200311215000,31112
VD,20200311215500,30717
VD,20200311220000,30413
VD,20200311220500,30168
VD,20200311221000,29896
VD,20200311221500,29570
VD,20200311222000,29256
VD,20200311222500,28938
VD,20200311223000,28745
VD,20200311223500,28189
VD,20200311224000,27802
VD,20200311224500,27537
VD,20200311225000,27485
VD,20200311225500,27355
VD,20200311230000,27122
VD,20200311230500,26881
VD,20200311231000,26661
VD,20200311231500,26421
VD,20200311232000,26064
VD,20200311232500,25811
VD,20200311233000,25677
VD,20200311233500,25616
VD,20200311234000,25570
VD,20200311234500,25358
VD,20200311235000,25257
VD,20200311235500,25105
FTR,1152
