HDR,ROLLING SYSTEM DEMAND
VD,20200302151500,35843
VD,20200302152000,35885
VD,20200302152500,36029
VD,20200302153000,36155
VD,20200302153500,36420
VD,20200302154000,36661
VD,20200302154500,36933
VD,20200302155000,37230
VD,20200302155500,37430
VD,20200302160000,37537
VD,20200302160500,37541
VD,20200302161000,37502
VD,20200302161500,37724
VD,20200302162000,38019
VD,20200302162500,38317
VD,20200302163000,38634
VD,20200302163500,38919
VD,20200302164000,39203
VD,20200302164500,39489
VD,20200302165000,39926
VD,20200302165500,40172
VD,20200302170000,40230
VD,20200302170500,40421
VD,20200302171000,40685
VD,20200302171500,40520
VD,20200302172000,40822
VD,20200302172500,41170
VD,20200302173000,41485
VD,20200302173500,41542
VD,20200302174000,41755
VD,20200302174500,42093
VD,20200302175000,42393
VD,20200302175500,42594
VD,20200302180000,42872
VD,20200302180500,43387
VD,20200302181000,43483
VD,20200302181500,43576
VD,20200302182000,43684
VD,20200302182500,43778
VD,20200302183000,43867
VD,20200302183500,44000
VD,20200302184000,44029
VD,20200302184500,44041
VD,20200302185000,43969
VD,20200302185500,43828
VD,20200302190000,43678
VD,20200302190500,43634
VD,20200302191000,43505
VD,20200302191500,43380
VD,20200302192000,43320
VD,20200302192500,43028
VD,20200302193000,42711
VD,20200302193500,42656
VD,20200302194000,42439
VD,20200302194500,42134
VD,20200302195000,41681
VD,20200302195500,41474
VD,20200302200000,41248
VD,20200302200500,41268
VD,20200302201000,41116
VD,20200302201500,40909
VD,20200302202000,40686
VD,20200302202500,40344
VD,20200302203000,40118
VD,20200302203500,39863
VD,20200302204000,39230
VD,20200302204500,39001
VD,20200302205000,38791
VD,20200302205500,38361
VD,20200302210000,38137
VD,20200302210500,37766
VD,20200302211000,37312
VD,20200302211500,36922
VD,20200302212000,36566
VD,20200302212500,36217
VD,20200302213000,35809
VD,20200302213500,35519
VD,20200302214000,35189
VD,20200302214500,34796
VD,20200302215000,34402
VD,20200302215500,33906
VD,20200302220000,33518
VD,20200302220500,33189
VD,20200302221000,32799
VD,20200302221500,32414
VD,20200302222000,31843
VD,20200302222500,31383
VD,20200302223000,31222
VD,20200302223500,31035
VD,20200302224000,30806
VD,20200302224500,30538
VD,20200302225000,30243
VD,20200302225500,29989
VD,20200302230000,29635
VD,20200302230500,29241
VD,20200302231000,29174
VD,20200302231500,28975
VD,20200302232000,28858
VD,20200302232500,28770
VD,20200302233000,28743
VD,20200302233500,28740
VD,20200302234000,28707
VD,20200302234500,28640
VD,20200302235000,28536
VD,20200302235500,28413
VD,20200303000000,28243
VD,20200303000500,28406
VD,20200303001000,28564
VD,20200303001500,28645
VD,20200303002000,28621
VD,20200303002500,28579
VD,20200303003000,28708
VD,20200303003500,28987
VD,20200303004000,28942
VD,20200303004500,28867
VD,20200303005000,28771
VD,20200303005500,28733
VD,20200303010000,28712
VD,20200303010500,28663
VD,20200303011000,28663
VD,20200303011500,28704
VD,20200303012000,28717
VD,20200303012500,28653
VD,20200303013000,28595
VD,20200303013500,28441
VD,20200303014000,28229
VD,20200303014500,28109
VD,20200303015000,28016
VD,20200303015500,27896
VD,20200303020000,27813
VD,20200303020500,27893
VD,20200303021000,27717
VD,20200303021500,27656
VD,20200303022000,27676
VD,20200303022500,27646
VD,20200303023000,27699
VD,20200303023500,27735
VD,20200303024000,27703
VD,20200303024500,27734
VD,20200303025000,27670
VD,20200303025500,27701
VD,20200303030000,27672
VD,20200303030500,27660
VD,20200303031000,27587
VD,20200303031500,27558
VD,20200303032000,27496
VD,20200303032500,27478
VD,20200303033000,27413
VD,20200303033500,27313
VD,20200303034000,27273
VD,20200303034500,27243
VD,20200303035000,27331
VD,20200303035500,27368
VD,20200303040000,27345
VD,20200303040500,27360
VD,20200303041000,27436
VD,20200303041500,27387
VD,20200303042000,27311
VD,20200303042500,27165
VD,20200303043000,26956
VD,20200303043500,26996
VD,20200303044000,27071
VD,20200303044500,27217
VD,20200303045000,27318
VD,20200303045500,27448
VD,20200303050000,27329
VD,20200303050500,26860
VD,20200303051000,26870
VD,20200303051500,26912
VD,20200303052000,27167
VD,20200303052500,27232
VD,20200303053000,27263
VD,20200303053500,27543
VD,20200303054000,27926
VD,20200303054500,28201
VD,20200303055000,28529
VD,20200303055500,29026
VD,20200303060000,29297
VD,20200303060500,29956
VD,20200303061000,30721
VD,20200303061500,31327
VD,20200303062000,31731
VD,20200303062500,32119
VD,20200303063000,32406
VD,20200303063500,32791
VD,20200303064000,33335
VD,20200303064500,33850
VD,20200303065000,34353
VD,20200303065500,34925
VD,20200303070000,35586
VD,20200303070500,36056
VD,20200303071000,36489
VD,20200303071500,36894
VD,20200303072000,37221
VD,20200303072500,37504
VD,20200303073000,37640
VD,20200303073500,38002
VD,20200303074000,38401
VD,20200303074500,38685
VD,20200303075000,38778
VD,20200303075500,38862
VD,20200303080000,38915
VD,20200303080500,39150
VD,20200303081000,39058
VD,20200303081500,39173
VD,20200303082000,39170
VD,20200303082500,39147
VD,20200303083000,39105
VD,20200303083500,39134
VD,20200303084000,39039
VD,20200303084500,38938
VD,20200303085000,38797
VD,20200303085500,38785
VD,20200303090000,38740
VD,20200303090500,38899
VD,20200303091000,38960
VD,20200303091500,38921
VD,20200303092000,38919
VD,20200303092500,38926
VD,20200303093000,38896
VD,20200303093500,38710
VD,20200303094000,38587
VD,20200303094500,38529
VD,20200303095000,38468
VD,20200303095500,38451
VD,20200303100000,38230
VD,20200303100500,37955
VD,20200303101000,37838
VD,20200303101500,37593
VD,20200303102000,37595
VD,20200303102500,37614
VD,20200303103000,36317
VD,20200303103500,36316
VD,20200303104000,37653
VD,20200303104500,37643
VD,20200303105000,37412
VD,20200303105500,37342
VD,20200303110000,37523
VD,20200303110500,37315
VD,20200303111000,37370
VD,20200303111500,37371
VD,20200303112000,37458
VD,20200303112500,37446
VD,20200303113000,37401
VD,20200303113500,37335
VD,20200303114000,37202
VD,20200303114500,37176
VD,20200303115000,37309
VD,20200303115500,33913
VD,20200303120000,37382
VD,20200303120500,37576
VD,20200303121000,37554
VD,20200303121500,37490
VD,20200303122000,37359
VD,20200303122500,37362
VD,20200303123000,37262
VD,20200303123500,37235
VD,20200303124000,37223
VD,20200303124500,37246
VD,20200303125000,37278
VD,20200303125500,37289
VD,20200303130000,37237
VD,20200303130500,37035
VD,20200303131000,37030
VD,20200303131500,37089
VD,20200303132000,36948
VD,20200303132500,36734
VD,20200303133000,36559
VD,20200303133500,36603
VD,20200303134000,36541
VD,20200303134500,36523
VD,20200303135000,36318
VD,20200303135500,36288
VD,20200303140000,36312
VD,20200303140500,36434
VD,20200303141000,36552
VD,20200303141500,36599
VD,20200303142000,36557
VD,20200303142500,36528
VD,20200303143000,36404
VD,20200303143500,36400
VD,20200303144000,36222
VD,20200303144500,36262
VD,20200303145000,36282
VD,20200303145500,36254
VD,20200303150000,36380
VD,20200303150500,36698
VD,20200303151000,36926
VD,20200303151500,36943
VD,20200303152000,37114
VD,20200303152500,37297
VD,20200303153000,37407
VD,20200303153500,37450
VD,20200303154000,37667
VD,20200303154500,37852
VD,20200303155000,38037
VD,20200303155500,38295
VD,20200303160000,38371
VD,20200303160500,38307
VD,20200303161000,38536
VD,20200303161500,38653
VD,20200303162000,39010
VD,20200303162500,39354
VD,20200303163000,39579
VD,20200303163500,39904
VD,20200303164000,40123
VD,20200303164500,40408
VD,20200303165000,40770
VD,20200303165500,40975
VD,20200303170000,41035
VD,20200303170500,41334
VD,20200303171000,41579
VD,20200303171500,41728
VD,20200303172000,42070
VD,20200303172500,42188
VD,20200303173000,42363
VD,20200303173500,42519
VD,20200303174000,42614
VD,20200303174500,42775
VD,20200303175000,42972
VD,20200303175500,43224
VD,20200303180000,43549
VD,20200303180500,44291
VD,20200303181000,44646
VD,20200303181500,44698
VD,20200303182000,44712
VD,20200303182500,44829
VD,20200303183000,44522
VD,20200303183500,44515
VD,20200303184000,44539
VD,20200303184500,44290
VD,20200303185000,44375
VD,20200303185500,44343
VD,20200303190000,44400
VD,20200303190500,44315
VD,20200303191000,44414
VD,20200303191500,44428
VD,20200303192000,44279
VD,20200303192500,44140
VD,20200303193000,43945
VD,20200303193500,43869
VD,20200303194000,43760
VD,20200303194500,43592
VD,20200303195000,43360
VD,20200303195500,43109
VD,20200303200000,43147
VD,20200303200500,43254
VD,20200303201000,43076
VD,20200303201500,42901
VD,20200303202000,42579
VD,20200303202500,42217
VD,20200303203000,41860
VD,20200303203500,41610
VD,20200303204000,41761
VD,20200303204500,41490
VD,20200303205000,41021
VD,20200303205500,40697
VD,20200303210000,40348
VD,20200303210500,39878
VD,20200303211000,39302
VD,20200303211500,38961
VD,20200303212000,38621
VD,20200303212500,38283
VD,20200303213000,37900
VD,20200303213500,37484
VD,20200303214000,37245
VD,20200303214500,36953
VD,20200303215000,36562
VD,20200303215500,36128
VD,20200303220000,35691
VD,20200303220500,35384
VD,20200303221000,35034
VD,20200303221500,34534
VD,20200303222000,34124
VD,20200303222500,33732
VD,20200303223000,33523
VD,20200303223500,33357
VD,20200303224000,33132
VD,20200303224500,32824
VD,20200303225000,32519
VD,20200303225500,32185
VD,20200303230000,31979
VD,20200303230500,31909
VD,20200303231000,31548
VD,20200303231500,31256
VD,20200303232000,30984
VD,20200303232500,30752
VD,20200303233000,30733
VD,20200303233500,30789
VD,20200303234000,30812
VD,20200303234500,30793
VD,20200303235000,30753
VD,20200303235500,30705
VD,20200304000000,30712
VD,20200304000500,30877
VD,20200304001000,30866
VD,20200304001500,30822
VD,20200304002000,30755
VD,20200304002500,30800
VD,20200304003000,30807
VD,20200304003500,30774
VD,20200304004000,30689
VD,20200304004500,30592
VD,20200304005000,30321
VD,20200304005500,30225
VD,20200304010000,30343
VD,20200304010500,30624
VD,20200304011000,30707
VD,20200304011500,30794
VD,20200304012000,30992
VD,20200304012500,31117
VD,20200304013000,31036
VD,20200304013500,30826
VD,20200304014000,30621
VD,20200304014500,30556
VD,20200304015000,30487
VD,20200304015500,30409
VD,20200304020000,30337
VD,20200304020500,30321
VD,20200304021000,30278
VD,20200304021500,30240
VD,20200304022000,30194
VD,20200304022500,30182
VD,20200304023000,30064
VD,20200304023500,30023
VD,20200304024000,30041
VD,20200304024500,29956
VD,20200304025000,29761
VD,20200304025500,29639
VD,20200304030000,29565
VD,20200304030500,29546
VD,20200304031000,29520
VD,20200304031500,29480
VD,20200304032000,29388
VD,20200304032500,29283
VD,20200304033000,29169
VD,20200304033500,29124
VD,20200304034000,29101
VD,20200304034500,29094
VD,20200304035000,29118
VD,20200304035500,29059
VD,20200304040000,28960
VD,20200304040500,28946
VD,20200304041000,28882
VD,20200304041500,28845
VD,20200304042000,28789
VD,20200304042500,28783
VD,20200304043000,28812
VD,20200304043500,28958
VD,20200304044000,28984
VD,20200304044500,28894
VD,20200304045000,28845
VD,20200304045500,28988
VD,20200304050000,29074
VD,20200304050500,28539
VD,20200304051000,28562
VD,20200304051500,28696
VD,20200304052000,28357
VD,20200304052500,28466
VD,20200304053000,28584
VD,20200304053500,28798
VD,20200304054000,29038
VD,20200304054500,29270
VD,20200304055000,29696
VD,20200304055500,30106
VD,20200304060000,30497
VD,20200304060500,31263
VD,20200304061000,32182
VD,20200304061500,32814
VD,20200304062000,33322
VD,20200304062500,33683
VD,20200304063000,34131
VD,20200304063500,34596
VD,20200304064000,35106
VD,20200304064500,35555
VD,20200304065000,36008
VD,20200304065500,36551
VD,20200304070000,37100
VD,20200304070500,37834
VD,20200304071000,38246
VD,20200304071500,38717
VD,20200304072000,39020
VD,20200304072500,39342
VD,20200304073000,39511
VD,20200304073500,39569
VD,20200304074000,39709
VD,20200304074500,40046
VD,20200304075000,40025
VD,20200304075500,40101
VD,20200304080000,40211
VD,20200304080500,40480
VD,20200304081000,40338
VD,20200304081500,40369
VD,20200304082000,40467
VD,20200304082500,40573
VD,20200304083000,40521
VD,20200304083500,40493
VD,20200304084000,40363
VD,20200304084500,40243
VD,20200304085000,40245
VD,20200304085500,40197
VD,20200304090000,40186
VD,20200304090500,40333
VD,20200304091000,40317
VD,20200304091500,40365
VD,20200304092000,40474
VD,20200304092500,40485
VD,20200304093000,40510
VD,20200304093500,40492
VD,20200304094000,40566
VD,20200304094500,40537
VD,20200304095000,40491
VD,20200304095500,40471
VD,20200304100000,40608
VD,20200304100500,40557
VD,20200304101000,40373
VD,20200304101500,40282
VD,20200304102000,40198
VD,20200304102500,40128
VD,20200304103000,40072
VD,20200304103500,40107
VD,20200304104000,40091
VD,20200304104500,40000
VD,20200304105000,39872
VD,20200304105500,39726
VD,20200304110000,39681
VD,20200304110500,39712
VD,20200304111000,39744
VD,20200304111500,39754
VD,20200304112000,39955
VD,20200304112500,40031
VD,20200304113000,40064
VD,20200304113500,40141
VD,20200304114000,40123
VD,20200304114500,39996
VD,20200304115000,39942
VD,20200304115500,39969
VD,20200304120000,40003
VD,20200304120500,40094
VD,20200304121000,40035
VD,20200304121500,40078
VD,20200304122000,40163
VD,20200304122500,40288
VD,20200304123000,40479
VD,20200304123500,40577
VD,20200304124000,40452
VD,20200304124500,40504
VD,20200304125000,40545
VD,20200304125500,40628
VD,20200304130000,40727
VD,20200304130500,40783
VD,20200304131000,40809
VD,20200304131500,40671
VD,20200304132000,40719
VD,20200304132500,40643
VD,20200304133000,40609
VD,20200304133500,40539
VD,20200304134000,40519
VD,20200304134500,40511
VD,20200304135000,40416
VD,20200304135500,40398
VD,20200304140000,40343
VD,20200304140500,40476
VD,20200304141000,40554
VD,20200304141500,40566
VD,20200304142000,40580
VD,20200304142500,40590
VD,20200304143000,40557
VD,20200304143500,40536
VD,20200304144000,40617
VD,20200304144500,40767
VD,20200304145000,40693
VD,20200304145500,40815
VD,20200304150000,40883
VD,20200304150500,40861
VD,20200304151000,40957
VD,20200304151500,41023
VD,20200304152000,41028
VD,20200304152500,41147
VD,20200304153000,41276
VD,20200304153500,41414
VD,20200304154000,41587
VD,20200304154500,41809
VD,20200304155000,42040
VD,20200304155500,42364
VD,20200304160000,42441
VD,20200304160500,42424
VD,20200304161000,42470
VD,20200304161500,42440
VD,20200304162000,42511
VD,20200304162500,42670
VD,20200304163000,42692
VD,20200304163500,42762
VD,20200304164000,42996
VD,20200304164500,43149
VD,20200304165000,43535
VD,20200304165500,43619
VD,20200304170000,43754
VD,20200304170500,44098
VD,20200304171000,44152
VD,20200304171500,44211
VD,20200304172000,44227
VD,20200304172500,44351
VD,20200304173000,44487
VD,20200304173500,44536
VD,20200304174000,44471
VD,20200304174500,44467
VD,20200304175000,44626
VD,20200304175500,44747
VD,20200304180000,45063
VD,20200304180500,45459
VD,20200304181000,45592
VD,20200304181500,45679
VD,20200304182000,45779
VD,20200304182500,45729
VD,20200304183000,45721
VD,20200304183500,45779
VD,20200304184000,45693
VD,20200304184500,45585
VD,20200304185000,45488
VD,20200304185500,45426
VD,20200304190000,45324
VD,20200304190500,45173
VD,20200304191000,44915
VD,20200304191500,44712
VD,20200304192000,44570
VD,20200304192500,44364
VD,20200304193000,44267
VD,20200304193500,44230
VD,20200304194000,44285
VD,20200304194500,44115
VD,20200304195000,44126
VD,20200304195500,43980
VD,20200304200000,43858
VD,20200304200500,43892
VD,20200304201000,43827
VD,20200304201500,43676
VD,20200304202000,43441
VD,20200304202500,43022
VD,20200304203000,42629
VD,20200304203500,42199
VD,20200304204000,42000
VD,20200304204500,41655
VD,20200304205000,41227
VD,20200304205500,40888
VD,20200304210000,40613
VD,20200304210500,40288
VD,20200304211000,39908
VD,20200304211500,39611
VD,20200304212000,39228
VD,20200304212500,38921
VD,20200304213000,38660
VD,20200304213500,38264
VD,20200304214000,37818
VD,20200304214500,37377
VD,20200304215000,37200
VD,20200304215500,36894
VD,20200304220000,36412
VD,20200304220500,36309
VD,20200304221000,35715
VD,20200304221500,35351
VD,20200304222000,34953
VD,20200304222500,34548
VD,20200304223000,34162
VD,20200304223500,33948
VD,20200304224000,33765
VD,20200304224500,33460
VD,20200304225000,33222
VD,20200304225500,32899
VD,20200304230000,32474
VD,20200304230500,32327
VD,20200304231000,32214
VD,20200304231500,32104
VD,20200304232000,31961
VD,20200304232500,31720
VD,20200304233000,31541
VD,20200304233500,31615
VD,20200304234000,31794
VD,20200304234500,31873
VD,20200304235000,31854
VD,20200304235500,31718
VD,20200305000000,31609
VD,20200305000500,31761
VD,20200305001000,31843
VD,20200305001500,31808
VD,20200305002000,31782
VD,20200305002500,31730
VD,20200305003000,31746
VD,20200305003500,31980
VD,20200305004000,32110
VD,20200305004500,32236
VD,20200305005000,32315
VD,20200305005500,32277
VD,20200305010000,32206
VD,20200305010500,32140
VD,20200305011000,32151
VD,20200305011500,32116
VD,20200305012000,32028
VD,20200305012500,31897
VD,20200305013000,31765
VD,20200305013500,31757
VD,20200305014000,31725
VD,20200305014500,31643
VD,20200305015000,31569
VD,20200305015500,31460
VD,20200305020000,31352
VD,20200305020500,31354
VD,20200305021000,31262
VD,20200305021500,31178
VD,20200305022000,31135
VD,20200305022500,31035
VD,20200305023000,30968
VD,20200305023500,30985
VD,20200305024000,30982
VD,20200305024500,30966
VD,20200305025000,30918
VD,20200305025500,30807
VD,20200305030000,30692
VD,20200305030500,30611
VD,20200305031000,30552
VD,20200305031500,30452
VD,20200305032000,30402
VD,20200305032500,30277
VD,20200305033000,30200
VD,20200305033500,30141
VD,20200305034000,30121
VD,20200305034500,29989
VD,20200305035000,29825
VD,20200305035500,29756
VD,20200305040000,29733
VD,20200305040500,29696
VD,20200305041000,29710
VD,20200305041500,29643
VD,20200305042000,29514
VD,20200305042500,29557
VD,20200305043000,29620
VD,20200305043500,29696
VD,20200305044000,29704
VD,20200305044500,29727
VD,20200305045000,29855
VD,20200305045500,29928
VD,20200305050000,29867
VD,20200305050500,29629
VD,20200305051000,30020
VD,20200305051500,30185
VD,20200305052000,30140
VD,20200305052500,29973
VD,20200305053000,29853
VD,20200305053500,29973
VD,20200305054000,30202
VD,20200305054500,30411
VD,20200305055000,30696
VD,20200305055500,30982
VD,20200305060000,31318
VD,20200305060500,31929
VD,20200305061000,32408
VD,20200305061500,32852
VD,20200305062000,33459
VD,20200305062500,33739
VD,20200305063000,34192
VD,20200305063500,34713
VD,20200305064000,35184
VD,20200305064500,35650
VD,20200305065000,36294
VD,20200305065500,36972
VD,20200305070000,37105
VD,20200305070500,37481
VD,20200305071000,38142
VD,20200305071500,38660
VD,20200305072000,39107
VD,20200305072500,39527
VD,20200305073000,39878
VD,20200305073500,40005
VD,20200305074000,40127
VD,20200305074500,40314
VD,20200305075000,40445
VD,20200305075500,40583
VD,20200305080000,40666
VD,20200305080500,41052
VD,20200305081000,41215
VD,20200305081500,41440
VD,20200305082000,41684
VD,20200305082500,41803
VD,20200305083000,41819
VD,20200305083500,41783
VD,20200305084000,41753
VD,20200305084500,41728
VD,20200305085000,41827
VD,20200305085500,41865
VD,20200305090000,41954
VD,20200305090500,42252
VD,20200305091000,42438
VD,20200305091500,42600
VD,20200305092000,42567
VD,20200305092500,42562
VD,20200305093000,42630
VD,20200305093500,42577
VD,20200305094000,42540
VD,20200305094500,42405
VD,20200305095000,42381
VD,20200305095500,42397
VD,20200305100000,42324
VD,20200305100500,42081
VD,20200305101000,41984
VD,20200305101500,41957
VD,20200305102000,41981
VD,20200305102500,42036
VD,20200305103000,42011
VD,20200305103500,42037
VD,20200305104000,42101
VD,20200305104500,42166
VD,20200305105000,42134
VD,20200305105500,42093
VD,20200305110000,41993
VD,20200305110500,42315
VD,20200305111000,42179
VD,20200305111500,42127
VD,20200305112000,42186
VD,20200305112500,42170
VD,20200305113000,42114
VD,20200305113500,41911
VD,20200305114000,41815
VD,20200305114500,41882
VD,20200305115000,41983
VD,20200305115500,41978
VD,20200305120000,41949
VD,20200305120500,41758
VD,20200305121000,41822
VD,20200305121500,41880
VD,20200305122000,41883
VD,20200305122500,41882
VD,20200305123000,41915
VD,20200305123500,41969
VD,20200305124000,41909
VD,20200305124500,41810
VD,20200305125000,41782
VD,20200305125500,41811
VD,20200305130000,41791
VD,20200305130500,41866
VD,20200305131000,41845
VD,20200305131500,41755
VD,20200305132000,41651
VD,20200305132500,41581
VD,20200305133000,41543
VD,20200305133500,41518
VD,20200305134000,41476
VD,20200305134500,41423
VD,20200305135000,41442
VD,20200305135500,41467
VD,20200305140000,41502
VD,20200305140500,41335
VD,20200305141000,41335
VD,20200305141500,41402
VD,20200305142000,41526
VD,20200305142500,41567
VD,20200305143000,41615
VD,20200305143500,41529
VD,20200305144000,41463
VD,20200305144500,41264
VD,20200305145000,41143
VD,20200305145500,41125
VD,20200305150000,41170
VD,20200305150500,41246
VD,20200305151000,41148
VD,20200305151500,41215
VD,20200305152000,41239
VD,20200305152500,41380
VD,20200305153000,41490
VD,20200305153500,41669
VD,20200305154000,41884
VD,20200305154500,42053
VD,20200305155000,42348
VD,20200305155500,42497
VD,20200305160000,42633
VD,20200305160500,42696
VD,20200305161000,42665
VD,20200305161500,42683
VD,20200305162000,42733
VD,20200305162500,42922
VD,20200305163000,43094
VD,20200305163500,43253
VD,20200305164000,43434
VD,20200305164500,43619
VD,20200305165000,43828
VD,20200305165500,43913
VD,20200305170000,44193
VD,20200305170500,44436
VD,20200305171000,44662
VD,20200305171500,44707
VD,20200305172000,44812
VD,20200305172500,44969
VD,20200305173000,44994
VD,20200305173500,45052
VD,20200305174000,45202
VD,20200305174500,45357
VD,20200305175000,45431
VD,20200305175500,45518
VD,20200305180000,45763
VD,20200305180500,46013
VD,20200305181000,46046
VD,20200305181500,46123
VD,20200305182000,46162
VD,20200305182500,46239
VD,20200305183000,46328
VD,20200305183500,46370
VD,20200305184000,46425
VD,20200305184500,46340
VD,20200305185000,46264
VD,20200305185500,46161
VD,20200305190000,45982
VD,20200305190500,45659
VD,20200305191000,45364
VD,20200305191500,45252
VD,20200305192000,45092
VD,20200305211000,39237
VD,20200305211500,38970
VD,20200305212000,38719
VD,20200305212500,38464
VD,20200305213000,38062
VD,20200305213500,37813
VD,20200305214000,37232
VD,20200305214500,36806
VD,20200305215000,36487
VD,20200305215500,36138
VD,20200305220000,35824
VD,20200305220500,35516
VD,20200305221000,35198
VD,20200305221500,34740
VD,20200305222000,34437
VD,20200305222500,34272
VD,20200305223000,34017
VD,20200305223500,33836
VD,20200305224000,33654
VD,20200305224500,33214
VD,20200305225000,32940
VD,20200305225500,32579
VD,20200305230000,32126
VD,20200305230500,31808
VD,20200305231000,31127
VD,20200305231500,30739
VD,20200305232000,30522
VD,20200305232500,30369
VD,20200305233000,30107
VD,20200305233500,30018
VD,20200305234000,29980
VD,20200305234500,29920
VD,20200305235000,29797
VD,20200305235500,29621
VD,20200306000000,29478
VD,20200306000500,29545
VD,20200306001000,29593
VD,20200306001500,29579
VD,20200306002000,29561
VD,20200306002500,29543
VD,20200306003000,29535
VD,20200306003500,29790
VD,20200306004000,29827
VD,20200306004500,29843
VD,20200306005000,29842
VD,20200306005500,29724
VD,20200306010000,29701
VD,20200306010500,29771
VD,20200306011000,29745
VD,20200306011500,29705
VD,20200306012000,29777
VD,20200306012500,29751
VD,20200306013000,29678
VD,20200306013500,29672
VD,20200306014000,29655
VD,20200306014500,29586
VD,20200306015000,29614
VD,20200306015500,29573
VD,20200306020000,29510
VD,20200306020500,29440
VD,20200306021000,29388
VD,20200306021500,29237
VD,20200306022000,29069
VD,20200306022500,28875
VD,20200306023000,28849
VD,20200306023500,28885
